,Date,Mean_Mahalanobis,Failure
0,2004/02/14 00:02:39,2.3006121013054788,False
1,2004/02/14 00:12:39,1.4889318258143507,False
2,2004/02/14 00:22:39,1.6943165305103747,False
3,2004/02/14 00:32:39,1.7807585018444552,False
4,2004/02/14 00:42:39,1.7593282631013458,False
5,2004/02/14 00:52:39,1.328376982951506,False
6,2004/02/14 01:02:39,2.2971793095982496,False
7,2004/02/14 01:12:39,1.6784018096999005,False
8,2004/02/14 01:22:39,1.3564375535228101,False
9,2004/02/14 01:32:39,1.778697806913297,False
10,2004/02/14 01:42:39,1.4497746074235642,False
11,2004/02/14 01:52:39,1.9479215734534983,False
12,2004/02/14 02:02:39,1.3271286865173446,False
13,2004/02/14 02:12:39,1.2006980723349452,False
14,2004/02/14 02:22:39,1.993210812848804,False
15,2004/02/14 02:32:39,1.3846999097369852,False
16,2004/02/14 02:42:39,1.8441172885726314,False
17,2004/02/14 02:52:39,1.2941307496812624,False
18,2004/02/14 03:02:39,1.346992770377512,False
19,2004/02/14 03:12:39,1.4741344330877553,False
20,2004/02/14 03:22:39,1.6475605777878912,False
21,2004/02/14 03:32:39,1.875849984194834,False
22,2004/02/14 03:42:39,2.0115116821594397,False
23,2004/02/14 03:52:39,2.004239756199303,False
24,2004/02/14 04:02:39,1.6221535950468842,False
25,2004/02/14 04:12:39,1.4368629253525103,False
26,2004/02/14 04:22:39,1.8777681763246452,False
27,2004/02/14 04:32:39,1.4371647257232112,False
28,2004/02/14 04:42:39,1.7607072983253598,False
29,2004/02/14 04:52:39,2.5198661230456336,False
30,2004/02/14 05:02:39,1.2435182517612842,False
31,2004/02/14 05:12:39,3.121879021571121,False
32,2004/02/14 05:22:39,0.9905058110001045,False
33,2004/02/14 05:32:39,1.0115041630285737,False
34,2004/02/14 05:42:39,1.550659106162428,False
35,2004/02/14 05:52:39,2.007973514050189,False
36,2004/02/14 06:02:39,1.3964173369527764,False
37,2004/02/14 06:12:39,1.1002089750755863,False
38,2004/02/14 06:22:39,0.7881909453268119,False
39,2004/02/14 06:32:39,1.8313739562332696,False
40,2004/02/14 06:42:39,2.449590797943711,False
41,2004/02/14 06:52:39,1.7104709541655392,False
42,2004/02/14 07:02:39,1.7620125444010655,False
43,2004/02/14 07:12:39,2.3545055726925765,False
44,2004/02/14 07:22:39,2.039792182336757,False
45,2004/02/14 07:32:39,2.1460594182826367,False
46,2004/02/14 07:42:39,1.7567968728107082,False
47,2004/02/14 07:52:39,1.585502790050747,False
48,2004/02/14 08:02:39,2.133895621183997,False
49,2004/02/14 08:12:39,1.259356637336412,False
50,2004/02/14 08:22:39,1.3153712631722214,False
51,2004/02/14 08:32:39,2.75735409104234,False
52,2004/02/14 08:42:39,1.2761810362088633,False
53,2004/02/14 08:52:39,2.341736503737841,False
54,2004/02/14 09:02:39,0.9299484915166216,False
55,2004/02/14 09:12:39,2.271908387502268,False
56,2004/02/14 09:22:39,1.1999338696751063,False
57,2004/02/14 09:32:39,1.1119372949872224,False
58,2004/02/14 09:42:39,1.0938799925729887,False
59,2004/02/14 09:52:39,1.328401671903352,False
60,2004/02/14 10:02:39,1.4434940905160913,False
61,2004/02/14 10:12:39,1.637845623003308,False
62,2004/02/14 10:22:39,1.32044721194676,False
63,2004/02/14 10:32:39,1.566713430147702,False
64,2004/02/14 10:42:39,1.2324808024095042,False
65,2004/02/14 10:52:39,0.9878704415919659,False
66,2004/02/14 11:02:39,1.7368699325400125,False
67,2004/02/14 11:12:39,2.103674530586446,False
68,2004/02/14 11:22:39,1.341076215024561,False
69,2004/02/14 11:32:39,1.5806123437197255,False
70,2004/02/14 11:42:39,1.3525097524895897,False
71,2004/02/14 11:52:39,1.4233519528789045,False
72,2004/02/14 12:02:39,1.9433785249203475,False
73,2004/02/14 12:12:39,2.54552486883063,False
74,2004/02/14 12:22:39,1.8033047279853094,False
75,2004/02/14 12:32:39,1.3147314188068493,False
76,2004/02/14 12:42:39,1.1568380305546273,False
77,2004/02/14 12:52:39,1.1222828682248494,False
78,2004/02/14 13:02:39,1.4064016567511044,False
79,2004/02/14 13:12:39,1.713996348508627,False
80,2004/02/14 13:22:39,1.7520894264600764,False
81,2004/02/14 13:32:39,1.5017296110598506,False
82,2004/02/14 13:42:39,2.1234481910675784,False
83,2004/02/14 13:52:39,1.5076939756770673,False
84,2004/02/14 14:02:39,1.5960251222767174,False
85,2004/02/14 14:12:39,1.3612549305145352,False
86,2004/02/14 14:22:39,1.680425388768418,False
87,2004/02/14 14:32:39,1.2218018100732908,False
88,2004/02/14 14:42:39,1.3909868114479742,False
89,2004/02/14 14:52:39,2.1044024034010156,False
90,2004/02/14 15:02:39,1.3822943980039244,False
91,2004/02/14 15:12:39,1.7088582228975568,False
92,2004/02/14 15:22:39,1.599384879266707,False
93,2004/02/14 15:32:39,1.504975356884645,False
94,2004/02/14 15:42:39,1.965861438888434,False
95,2004/02/14 15:52:39,2.344810822672152,False
96,2004/02/14 16:02:39,1.9463656717656335,False
97,2004/02/14 16:12:39,1.532558937407997,False
98,2004/02/14 16:22:39,1.7823487892501721,False
99,2004/02/14 16:32:39,1.9803717890176677,False
100,2004/02/14 16:42:39,0.8058841444634881,False
101,2004/02/14 16:52:39,2.12100693680357,False
102,2004/02/14 17:02:39,1.904234493828882,False
103,2004/02/14 17:12:39,1.1689964155326273,False
104,2004/02/14 17:22:39,0.7433581100096999,False
105,2004/02/14 17:32:39,1.603820764507575,False
106,2004/02/14 17:42:39,1.3160108116551505,False
107,2004/02/14 17:52:39,1.587556265278539,False
108,2004/02/14 18:02:39,1.7360137309490902,False
109,2004/02/14 18:12:39,1.2278291987566816,False
110,2004/02/14 18:22:39,1.7779185037686946,False
111,2004/02/14 18:32:39,1.038477786031185,False
112,2004/02/14 18:42:39,1.498133046577453,False
113,2004/02/14 18:52:39,1.1710765838182868,False
114,2004/02/14 19:02:39,1.8256515829829554,False
115,2004/02/14 19:12:39,1.1792117488988252,False
116,2004/02/14 19:22:39,1.0688715433728988,False
117,2004/02/14 19:32:39,1.5930183408889533,False
118,2004/02/14 19:42:39,1.3644390642263788,False
119,2004/02/14 19:52:39,1.6961620700661677,False
120,2004/02/14 20:02:39,1.9003758325562932,False
121,2004/02/14 20:12:39,1.37807701906925,False
122,2004/02/14 20:22:39,2.195812233759601,False
123,2004/02/14 20:32:39,1.1039191739533916,False
124,2004/02/14 20:42:39,2.174583908579685,False
125,2004/02/14 20:52:39,0.8794339271635796,False
126,2004/02/14 21:02:39,1.4243492578592851,False
127,2004/02/14 21:12:39,1.6745809417715585,False
128,2004/02/14 21:22:39,1.6922876646111422,False
129,2004/02/14 21:32:39,2.691627441236144,False
130,2004/02/14 21:42:39,1.161578656318193,False
131,2004/02/14 21:52:39,2.36978650604166,False
132,2004/02/14 22:02:39,1.6821505544165603,False
133,2004/02/14 22:12:39,2.109447288082677,False
134,2004/02/14 22:22:39,1.999159760739691,False
135,2004/02/14 22:32:39,2.372685840336258,False
136,2004/02/14 22:42:39,2.1288786854359847,False
137,2004/02/14 22:52:39,2.2355046977124617,False
138,2004/02/14 23:02:39,1.518021151860636,False
139,2004/02/14 23:12:39,1.1391959523232384,False
140,2004/02/14 23:22:39,1.1990233051998822,False
141,2004/02/14 23:32:39,1.3495775735164925,False
142,2004/02/14 23:42:39,2.2165149220571694,False
143,2004/02/14 23:52:39,3.3127998938655807,False
144,2004/02/15 00:02:39,1.2670630194841865,False
145,2004/02/15 00:12:39,1.2075798055208355,False
146,2004/02/15 00:22:39,1.4688401484322036,False
147,2004/02/15 00:32:39,2.162063581213565,False
148,2004/02/15 00:42:39,1.3774154331803232,False
149,2004/02/15 00:52:39,1.2577933621459862,False
150,2004/02/15 01:02:39,1.3150832216236368,False
151,2004/02/15 01:12:39,1.0459258294233762,False
152,2004/02/15 01:22:39,1.920825471818847,False
153,2004/02/15 01:32:39,1.3905502805625918,False
154,2004/02/15 01:42:39,1.6623088274978308,False
155,2004/02/15 01:52:39,1.6437495760828795,False
156,2004/02/15 02:02:39,1.3141550089134555,False
157,2004/02/15 02:12:39,1.3029830062711147,False
158,2004/02/15 02:22:39,1.716458324442265,False
159,2004/02/15 02:32:39,1.179503831684753,False
160,2004/02/15 02:42:39,1.1894393166185033,False
161,2004/02/15 02:52:39,0.8907839059948843,False
162,2004/02/15 03:02:39,1.7891712564811946,False
163,2004/02/15 03:12:39,1.5744337583616743,False
164,2004/02/15 03:22:39,1.1563217359799485,False
165,2004/02/15 03:32:39,1.0928331550427244,False
166,2004/02/15 03:42:39,1.1204977862368561,False
167,2004/02/15 03:52:39,1.3441151972614844,False
168,2004/02/15 04:02:39,1.7462026080483102,False
169,2004/02/15 04:12:39,1.5761031242965042,False
170,2004/02/15 04:22:39,1.0364928131519116,False
171,2004/02/15 04:32:39,1.4439404196121037,False
172,2004/02/15 04:42:39,1.395736102109381,False
173,2004/02/15 04:52:39,1.8067112773595142,False
174,2004/02/15 05:02:39,1.5371315648455952,False
175,2004/02/15 05:12:39,1.3163527212127808,False
176,2004/02/15 05:22:39,1.7490715384166016,False
177,2004/02/15 05:32:39,1.6778667809499168,False
178,2004/02/15 05:42:39,1.7176177268772768,False
179,2004/02/15 05:52:39,1.4434907407592918,False
180,2004/02/15 06:02:39,1.348746775252934,False
