,Loss_mae,Threshold,Anomaly
2004-02-13 23:52:39,0.1118639908448098,0.33671564229563505,False
2004-02-14 00:02:39,0.08917579241426932,0.33671564229563505,False
2004-02-14 00:12:39,0.05368962602627381,0.33671564229563505,False
2004-02-14 00:22:39,0.15477507106954258,0.33671564229563505,False
2004-02-14 00:32:39,0.11556887582738096,0.33671564229563505,False
2004-02-14 00:42:39,0.09279392326616476,0.33671564229563505,False
2004-02-14 00:52:39,0.1934487825319744,0.33671564229563505,False
2004-02-14 01:02:39,0.20500281410105847,0.33671564229563505,False
2004-02-14 01:12:39,0.1368479885911209,0.33671564229563505,False
2004-02-14 01:22:39,0.2227518842291234,0.33671564229563505,False
2004-02-14 01:32:39,0.08981016367366035,0.33671564229563505,False
2004-02-14 01:42:39,0.16356162878836455,0.33671564229563505,False
2004-02-14 01:52:39,0.10819101139183163,0.33671564229563505,False
2004-02-14 02:02:39,0.12373385437467865,0.33671564229563505,False
2004-02-14 02:12:39,0.14295781729024126,0.33671564229563505,False
2004-02-14 02:22:39,0.09161875020540888,0.33671564229563505,False
2004-02-14 02:32:39,0.10417717571736906,0.33671564229563505,False
2004-02-14 02:42:39,0.12664850518136195,0.33671564229563505,False
2004-02-14 02:52:39,0.1555188025526517,0.33671564229563505,False
2004-02-14 03:02:39,0.11971121235562299,0.33671564229563505,False
2004-02-14 03:12:39,0.1081135413896992,0.33671564229563505,False
2004-02-14 03:22:39,0.0776203128502404,0.33671564229563505,False
2004-02-14 03:32:39,0.12338231610271011,0.33671564229563505,False
2004-02-14 03:42:39,0.15915343697740125,0.33671564229563505,False
2004-02-14 03:52:39,0.1735914308451032,0.33671564229563505,False
2004-02-14 04:02:39,0.15629690439110178,0.33671564229563505,False
2004-02-14 04:12:39,0.11137443985025941,0.33671564229563505,False
2004-02-14 04:22:39,0.16715360251361888,0.33671564229563505,False
2004-02-14 04:32:39,0.10311116202976178,0.33671564229563505,False
2004-02-14 04:42:39,0.0642021172745495,0.33671564229563505,False
2004-02-14 04:52:39,0.1102505584615523,0.33671564229563505,False
2004-02-14 05:02:39,0.1002742843933917,0.33671564229563505,False
2004-02-14 05:12:39,0.08861213975733406,0.33671564229563505,False
2004-02-14 05:22:39,0.14345008790248714,0.33671564229563505,False
2004-02-14 05:32:39,0.09851972948676702,0.33671564229563505,False
2004-02-14 05:42:39,0.132178372332596,0.33671564229563505,False
2004-02-14 05:52:39,0.11377135348155676,0.33671564229563505,False
2004-02-14 06:02:39,0.1006504745966823,0.33671564229563505,False
2004-02-14 06:12:39,0.14909332254068097,0.33671564229563505,False
2004-02-14 06:22:39,0.11141046226504248,0.33671564229563505,False
2004-02-14 06:32:39,0.04671477672032642,0.33671564229563505,False
2004-02-14 06:42:39,0.16653064173756027,0.33671564229563505,False
2004-02-14 06:52:39,0.13073290216917854,0.33671564229563505,False
2004-02-14 07:02:39,0.13197945059771854,0.33671564229563505,False
2004-02-14 07:12:39,0.08757483135393951,0.33671564229563505,False
2004-02-14 07:22:39,0.07339703006672194,0.33671564229563505,False
2004-02-14 07:32:39,0.17244918242960683,0.33671564229563505,False
2004-02-14 07:42:39,0.06748022830882983,0.33671564229563505,False
2004-02-14 07:52:39,0.26228812345158614,0.33671564229563505,False
2004-02-14 08:02:39,0.0571168858641502,0.33671564229563505,False
2004-02-14 08:12:39,0.122528205574993,0.33671564229563505,False
2004-02-14 08:22:39,0.19025441995758907,0.33671564229563505,False
2004-02-14 08:32:39,0.1656142726121268,0.33671564229563505,False
2004-02-14 08:42:39,0.10847322085609701,0.33671564229563505,False
2004-02-14 08:52:39,0.20627883171567296,0.33671564229563505,False
2004-02-14 09:02:39,0.14814118625412753,0.33671564229563505,False
2004-02-14 09:12:39,0.1293030429881643,0.33671564229563505,False
2004-02-14 09:22:39,0.12357821974190619,0.33671564229563505,False
2004-02-14 09:32:39,0.2314709178346157,0.33671564229563505,False
2004-02-14 09:42:39,0.10464572829028373,0.33671564229563505,False
2004-02-14 09:52:39,0.17901086202472438,0.33671564229563505,False
2004-02-14 10:02:39,0.11081309901989522,0.33671564229563505,False
2004-02-14 10:12:39,0.09520980155302583,0.33671564229563505,False
2004-02-14 10:22:39,0.09668524581959259,0.33671564229563505,False
2004-02-14 10:32:39,0.0692759669795362,0.33671564229563505,False
2004-02-14 10:42:39,0.10316894848573499,0.33671564229563505,False
2004-02-14 10:52:39,0.1483115409627067,0.33671564229563505,False
2004-02-14 11:02:39,0.16856122068516566,0.33671564229563505,False
2004-02-14 11:12:39,0.1408147476929451,0.33671564229563505,False
2004-02-14 11:22:39,0.20057569719312962,0.33671564229563505,False
2004-02-14 11:32:39,0.18050995739247977,0.33671564229563505,False
2004-02-14 11:42:39,0.18072770484178147,0.33671564229563505,False
2004-02-14 11:52:39,0.23154008067450826,0.33671564229563505,False
2004-02-14 12:02:39,0.07197304503050361,0.33671564229563505,False
2004-02-14 12:12:39,0.16659764855900638,0.33671564229563505,False
2004-02-14 12:22:39,0.11538287610715114,0.33671564229563505,False
2004-02-14 12:32:39,0.1909364269206688,0.33671564229563505,False
2004-02-14 12:42:39,0.09441041281079343,0.33671564229563505,False
2004-02-14 12:52:39,0.19661050532094748,0.33671564229563505,False
2004-02-14 13:02:39,0.06379768925596396,0.33671564229563505,False
2004-02-14 13:12:39,0.20418528936046743,0.33671564229563505,False
2004-02-14 13:22:39,0.208937462372218,0.33671564229563505,False
2004-02-14 13:32:39,0.19981915969738884,0.33671564229563505,False
2004-02-14 13:42:39,0.09682162046768905,0.33671564229563505,False
2004-02-14 13:52:39,0.13119087452830636,0.33671564229563505,False
2004-02-14 14:02:39,0.28207413052900066,0.33671564229563505,False
2004-02-14 14:12:39,0.08462067896709868,0.33671564229563505,False
2004-02-14 14:22:39,0.12780244339658786,0.33671564229563505,False
2004-02-14 14:32:39,0.23395855698985013,0.33671564229563505,False
2004-02-14 14:42:39,0.22006444436960937,0.33671564229563505,False
2004-02-14 14:52:39,0.15747837193597958,0.33671564229563505,False
2004-02-14 15:02:39,0.11537950912775363,0.33671564229563505,False
2004-02-14 15:12:39,0.16758534524634294,0.33671564229563505,False
2004-02-14 15:22:39,0.1109482401686579,0.33671564229563505,False
2004-02-14 15:32:39,0.10208179202583167,0.33671564229563505,False
2004-02-14 15:42:39,0.10596401246977383,0.33671564229563505,False
2004-02-14 15:52:39,0.14252338408196374,0.33671564229563505,False
2004-02-14 16:02:39,0.22089000295616446,0.33671564229563505,False
2004-02-14 16:12:39,0.1705860216918973,0.33671564229563505,False
2004-02-14 16:22:39,0.19707384800175998,0.33671564229563505,False
2004-02-14 16:32:39,0.11876556022457008,0.33671564229563505,False
2004-02-14 16:42:39,0.07282975638934319,0.33671564229563505,False
2004-02-14 16:52:39,0.15885441189318605,0.33671564229563505,False
2004-02-14 17:02:39,0.19476561250198898,0.33671564229563505,False
2004-02-14 17:12:39,0.09753246140557703,0.33671564229563505,False
2004-02-14 17:22:39,0.14899195993697267,0.33671564229563505,False
2004-02-14 17:32:39,0.17725805373955605,0.33671564229563505,False
2004-02-14 17:42:39,0.06664194529586798,0.33671564229563505,False
2004-02-14 17:52:39,0.22205317035197947,0.33671564229563505,False
2004-02-14 18:02:39,0.10552874271647816,0.33671564229563505,False
2004-02-14 18:12:39,0.0873674293723199,0.33671564229563505,False
2004-02-14 18:22:39,0.1649092885172485,0.33671564229563505,False
2004-02-14 18:32:39,0.16347974948849542,0.33671564229563505,False
2004-02-14 18:42:39,0.1749165271644313,0.33671564229563505,False
2004-02-14 18:52:39,0.19183854908436482,0.33671564229563505,False
2004-02-14 19:02:39,0.1515630053652819,0.33671564229563505,False
2004-02-14 19:12:39,0.20289321542005645,0.33671564229563505,False
2004-02-14 19:22:39,0.13404300288526194,0.33671564229563505,False
2004-02-14 19:32:39,0.1242208537309244,0.33671564229563505,False
2004-02-14 19:42:39,0.11135896179221971,0.33671564229563505,False
